Code,Name,Country,Exchange,Currency,Type,Isin
ARBB,ARB IOT Group Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ARBE,Arbe Robotics Ltd,USA,NASDAQ,USD,Common Stock,IL0011796625
ARBEW,Arbe Robotics Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
ARBK,Argo Blockchain PLC ADR,USA,NASDAQ,USD,Common Stock,US0401261047
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,USA,NASDAQ,USD,Notes,
ARCB,ArcBest Corp,USA,NASDAQ,USD,Common Stock,US03937C1053
ARCC,Ares Capital Corporation,USA,NASDAQ,USD,Common Stock,US04010L1035
ARCT,Arcturus Therapeutics Holdings Inc,USA,NASDAQ,USD,Common Stock,US03969T1097
ARDX,Ardelyx Inc,USA,NASDAQ,USD,Common Stock,US0396971071
AREB,American Rebel Holdings Inc,USA,NASDAQ,USD,Common Stock,US02919L2088
AREBW,American Rebel Holdings Inc. Warrants,USA,NASDAQ,USD,Common Stock,
AREC,American Resources Corp Class A,USA,NASDAQ,USD,Common Stock,US02927U2087
ARGO-PA,Argo Group International Holdings Ltd,USA,NASDAQ,USD,Preferred Stock,
ARGX,argenx NV ADR,USA,NASDAQ,USD,Common Stock,US04016X1019
ARHS,Arhaus Inc,USA,NASDAQ,USD,Common Stock,US04035M1027
ARKO,Arko Corp,USA,NASDAQ,USD,Common Stock,US0412421085
ARKOW,Arko Corp,USA,NASDAQ,USD,Common Stock,
ARKR,Ark Restaurants Corp,USA,NASDAQ,USD,Common Stock,US0407121013
ARLP,Alliance Resource Partners LP,USA,NASDAQ,USD,Common Stock,US01877R1086
ARM,Arm Holdings plc American Depositary Shares,USA,NASDAQ,USD,Common Stock,US0420682058
AROW,Arrow Financial Corporation,USA,NASDAQ,USD,Common Stock,US0427441029
ARQ,Arq Inc,USA,NASDAQ,USD,Common Stock,
ARQQ,Arqit Quantum Inc,USA,NASDAQ,USD,Common Stock,KYG0567U1013
ARQQW,Arqit Quantum Inc. Warrants,USA,NASDAQ,USD,Common Stock,
ARQT,Arcutis Biotherapeutics Inc,USA,NASDAQ,USD,Common Stock,US03969K1088
ARRY,Array Technologies Inc,USA,NASDAQ,USD,Common Stock,US04271T1007
ARTL,Artelo Biosciences Inc,USA,NASDAQ,USD,Common Stock,US04301G2012
ARTNA,Artesian Resources Corporation,USA,NASDAQ,USD,Common Stock,US0431132085
ARTV,"Artiva Biotherapeutics, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
ARTW,Arts-Way Manufacturing Co Inc,USA,NASDAQ,USD,Common Stock,US0431681032
ARVLF,Arrival,USA,NASDAQ,USD,Common Stock,LU2607735342
ARVN,Arvinas Inc,USA,NASDAQ,USD,Common Stock,US04335A1051
ARVR,First Trust Indxx Metaverse ETF,USA,NASDAQ,USD,ETF,US33734X7628
ARWR,Arrowhead Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US04280A1007
ARYD,ARYA Sciences Acquisition IV Corp,USA,NASDAQ,USD,Common Stock,KYG316591083
ASCB,A SPAC II Acquisition Corp. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ASCBR,A SPAC II Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
ASCBU,A SPAC II Acquisition Corp Unit,USA,NASDAQ,USD,Unit,VGG0543H1257
ASCBW,A SPAC II Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
ASET,FlexShares Real Assets Allocation Index Fund,USA,NASDAQ,USD,ETF,US33939L7385
ASLE,AerSale Corp,USA,NASDAQ,USD,Common Stock,US00810F1066
ASMB,Assembly Biosciences Inc,USA,NASDAQ,USD,Common Stock,US0453961080
ASML,ASML Holding NV ADR,USA,NASDAQ,USD,Common Stock,USN070592100
ASND,Ascendis Pharma AS,USA,NASDAQ,USD,Common Stock,US04351P1012
ASNS,Actelis Networks Inc.,USA,NASDAQ,USD,Common Stock,
ASO,Academy Sports Outdoors Inc,USA,NASDAQ,USD,Common Stock,US00402L1070
ASPI,ASP Isotopes Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
ASPS,Altisource Portfolio Solutions SA,USA,NASDAQ,USD,Common Stock,LU0445408270
ASRT,Assertio Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US04546C2052
ASRV,AmeriServ Financial Inc,USA,NASDAQ,USD,Common Stock,US03074A1025
ASST,Asset Entities Inc. Class B Common Stock,USA,NASDAQ,USD,Common Stock,
ASTC,Astrotech Corp,USA,NASDAQ,USD,Common Stock,US0464842006
ASTE,Astec Industries Inc,USA,NASDAQ,USD,Common Stock,US0462241011
ASTH,Astrana Health Inc,USA,NASDAQ,USD,Common Stock,US03763A2078
ASTI,"Ascent Solar Technologies, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,US0436355079
ASTL,Algoma Steel Group Inc,USA,NASDAQ,USD,Common Stock,CA0156581070
ASTLW,Algoma Steel Group Inc. Warrant,USA,NASDAQ,USD,Common Stock,
ASTS,Ast Spacemobile Inc,USA,NASDAQ,USD,Common Stock,US00217D1000
ASTSW,AST SpaceMobile Inc,USA,NASDAQ,USD,Common Stock,
ASUR,Asure Software Inc,USA,NASDAQ,USD,Common Stock,US04649U1025
ASYS,Amtech Systems Inc,USA,NASDAQ,USD,Common Stock,US0323325045
ATAI,ATAI Life Sciences BV,USA,NASDAQ,USD,Common Stock,NL0015000DX5
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,USA,NASDAQ,USD,Common Stock,US04965M1062
ATCOL,Atlas Corp,USA,NASDAQ,USD,Common Stock,
ATEC,Alphatec Holdings Inc,USA,NASDAQ,USD,Common Stock,US02081G2012
ATER,Aterian Inc,USA,NASDAQ,USD,Common Stock,US02156U1016
ATEX,Anterix Inc,USA,NASDAQ,USD,Common Stock,US03676C1009
ATGL,Alpha Technology Group Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ATHA,Athira Pharma Inc,USA,NASDAQ,USD,Common Stock,US04746L1044
ATHE,Alterity Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US02155X1063
ATIF,ATIF Holdings Ltd,USA,NASDAQ,USD,Common Stock,VGG0602B2093
ATLC,Atlanticus Holdings Corporation,USA,NASDAQ,USD,Common Stock,US04914Y1029
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,USA,NASDAQ,USD,Notes,
ATLCP,Atlanticus Holdings Corp Preferred,USA,NASDAQ,USD,Preferred Stock,US04914Y2019
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,USA,NASDAQ,USD,Notes,
ATLO,Ames National Corporation,USA,NASDAQ,USD,Common Stock,US0310011004
ATLX,Atlas Lithium Corporation Common Stock,USA,NASDAQ,USD,Common Stock,
ATMC,AlphaTime Acquisition Corp Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ATMCR,AlphaTime Acquisition Corp Right,USA,NASDAQ,USD,Common Stock,
ATMCU,AlphaTime Acquisition Corp Unit,USA,NASDAQ,USD,Unit,
ATMCW,AlphaTime Acquisition Corp Warrant,USA,NASDAQ,USD,Common Stock,
ATMV,AlphaVest Acquisition Corp Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ATMVR,AlphaVest Acquisition Corp Right,USA,NASDAQ,USD,Common Stock,
ATMVU,AlphaVest Acquisition Corp Unit,USA,NASDAQ,USD,Unit,
ATNF,180 Life Sciences Corp,USA,NASDAQ,USD,Common Stock,US68236V1044
ATNFW,CannBioRx Life Sciences Corp,USA,NASDAQ,USD,Common Stock,
ATNI,ATN International Inc,USA,NASDAQ,USD,Common Stock,US00215F1075
ATOM,Atomera Inc,USA,NASDAQ,USD,Common Stock,US04965B1008
ATOS,Atossa Genetics Inc,USA,NASDAQ,USD,Common Stock,US04962H5063
ATPC,Agape ATP Corporation Common Stock,USA,NASDAQ,USD,Common Stock,
ATRA,Atara Biotherapeutics Inc,USA,NASDAQ,USD,Common Stock,US0465131078
ATRC,AtriCure Inc,USA,NASDAQ,USD,Common Stock,US04963C2098
ATRI,ATRION Corporation,USA,NASDAQ,USD,Common Stock,US0499041053
ATRO,Astronics Corporation,USA,NASDAQ,USD,Common Stock,US0464331083
ATSG,Air Transport Services Group Inc,USA,NASDAQ,USD,Common Stock,US00922R1059
ATXG,Addentax Group Corp,USA,NASDAQ,USD,Common Stock,US00653L2025
ATXI,Avenue Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US05360L3042
ATXS,Astria Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US04635X1028
ATYR,"aTyr Pharma, Inc.",USA,NASDAQ,USD,Common Stock,
AUBN,Auburn National Bancorporation Inc,USA,NASDAQ,USD,Common Stock,US0504731078
AUDC,AudioCodes Ltd,USA,NASDAQ,USD,Common Stock,IL0010829658
AUGX,Augmedix Inc,USA,NASDAQ,USD,Common Stock,US05105P1075
AUID,authID Inc.,USA,NASDAQ,USD,Common Stock,US46264C2061
AUMI,Themes Gold Miners ETF,USA,NASDAQ,USD,ETF,
AUPH,Aurinia Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,CA05156V1022
AUR,Aurora Innovation Inc,USA,NASDAQ,USD,Common Stock,US0517741072
AURA,Aura Biosciences Inc,USA,NASDAQ,USD,Common Stock,US05153U1079
AUROW,Aurora Innovation Inc,USA,NASDAQ,USD,Common Stock,
AUTL,Autolus Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US05280R1005
AUUD,Auddia Inc,USA,NASDAQ,USD,Common Stock,US05072K1079
AUUDW,Auddia Inc,USA,NASDAQ,USD,Common Stock,
AUVI,Applied UV Inc,USA,NASDAQ,USD,Common Stock,US03828V1052
AUVIP,Applied UV Inc Preferred Series A,USA,NASDAQ,USD,Preferred Stock,US03828V3033
AUVIQ,"Applied UV, Inc.",USA,NASDAQ,USD,Common Stock,
AUVPQ,"Applied UV, Inc.",USA,NASDAQ,USD,Common Stock,
AVAH,Aveanna Healthcare Holdings Inc,USA,NASDAQ,USD,Common Stock,US05356F1057
AVAV,AeroVironment Inc,USA,NASDAQ,USD,Common Stock,US0080731088
AVBP,"ArriVent BioPharma, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
AVDL,Avadel Pharmaceuticals PLC,USA,NASDAQ,USD,Common Stock,US05337M1045
AVDX,AvidXchange Holdings Inc,USA,NASDAQ,USD,Common Stock,US05368X1028
AVGO,Broadcom Inc,USA,NASDAQ,USD,Common Stock,US11135F1012
AVGR,Avinger Inc,USA,NASDAQ,USD,Common Stock,US0537348858
AVGX,Defiance Daily Target 2X Long AVGO ETF,USA,NASDAQ,USD,ETF,
AVHI,Achari Ventures Holdings Corp I,USA,NASDAQ,USD,Common Stock,US00444X1019
AVHIU,Achari Ventures Holdings Corp I Unit,USA,NASDAQ,USD,Unit,US00444X2009
AVHIW,Achari Ventures Holdings Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
AVIR,Atea Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US04683R1068
AVMC,American Century ETF Trust,USA,NASDAQ,USD,ETF,
AVNW,Aviat Networks Inc,USA,NASDAQ,USD,Common Stock,US05366Y2019
AVO,Mission Produce Inc,USA,NASDAQ,USD,Common Stock,US60510V1089
AVPT,Avepoint Inc,USA,NASDAQ,USD,Common Stock,US0536041041
AVPTW,AvePoint Inc,USA,NASDAQ,USD,Common Stock,
AVT,Avnet Inc,USA,NASDAQ,USD,Common Stock,US0538071038
AVTE,Aerovate Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US0080641071
AVTX,Avalo Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US05338F2074
AVXC,Avantis Emerging Markets ex-China Equity ETF,USA,NASDAQ,USD,ETF,
AVXL,Anavex Life Sciences Corp,USA,NASDAQ,USD,Common Stock,US0327973006
AWH,Aspira Womens Health Inc,USA,NASDAQ,USD,Common Stock,US04537Y1091
AWRE,Aware Inc,USA,NASDAQ,USD,Common Stock,US05453N1000
AXDX,Accelerate Diagnostics Inc,USA,NASDAQ,USD,Common Stock,US00430H1023
AXGN,Axogen Inc,USA,NASDAQ,USD,Common Stock,US05463X1063
AXNX,Axonics Modulation Technologies Inc,USA,NASDAQ,USD,Common Stock,US05465P1012
AXON,Axon Enterprise Inc.,USA,NASDAQ,USD,Common Stock,US05464C1018
AXSM,Axsome Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US05464T1043
AXTI,AXT Inc,USA,NASDAQ,USD,Common Stock,US00246W1036
AY,Atlantica Sustainable Infrastructure PLC,USA,NASDAQ,USD,Common Stock,GB00BLP5YB54
AYRO,AYRO Inc,USA,NASDAQ,USD,Common Stock,US0547481087
AYTU,Aytu BioScience Inc,USA,NASDAQ,USD,Common Stock,US0547548745
AZ,A2Z Smart Technologies Corp,USA,NASDAQ,USD,Common Stock,CA00249W1005
AZN,AstraZeneca PLC ADR,USA,NASDAQ,USD,Common Stock,US0463531089
AZPN,Aspen Technology Inc,USA,NASDAQ,USD,Common Stock,US0453271035
AZTA,Azenta Inc,USA,NASDAQ,USD,Common Stock,US1143401024
BABX,GraniteShares 1.75x Long BABA Daily ETF,USA,NASDAQ,USD,ETF,US38747R8685
BAC-PQ,Bank of America Corporation,USA,NASDAQ,USD,Preferred Stock,
BACK,IMAC Holdings Inc,USA,NASDAQ,USD,Common Stock,
BAER,"Bridger Aerospace Group Holdings, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
BAERW,"Bridger Aerospace Group Holdings, Inc. Warrant",USA,NASDAQ,USD,Common Stock,
BAFN,Bayfirst Financial Corp,USA,NASDAQ,USD,Common Stock,US07279B1044
BAND,Bandwidth Inc,USA,NASDAQ,USD,Common Stock,US05988J1034
BANF,BancFirst Corporation,USA,NASDAQ,USD,Common Stock,US05945F1030
BANFP,BFC Capital Trust II Pref,USA,NASDAQ,USD,Preferred Stock,US05539S2068
BANL,CBL International Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
BANR,Banner Corporation,USA,NASDAQ,USD,Common Stock,US06652V2088
BANX,Arrowmark Financial Corp,USA,NASDAQ,USD,Common Stock,US8617801043
BAOS,Baosheng Media Group Holdings Ltd,USA,NASDAQ,USD,Common Stock,KYG089081163
BASE,Couchbase Inc,USA,NASDAQ,USD,Common Stock,US22207T1016
BATRA,"Atlanta Braves Holdings, Inc. Series A Common Stock",USA,NASDAQ,USD,Common Stock,US5312297063
BATRK,"Atlanta Braves Holdings, Inc. Series C Common Stock",USA,NASDAQ,USD,Common Stock,US0477263026
BAYA,Bayview Acquisition Corp Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
BAYAR,Bayview Acquisition Corp Right,USA,NASDAQ,USD,Common Stock,
BAYAU,Bayview Acquisition Corp Unit,USA,NASDAQ,USD,Common Stock,
BBCP,Concrete Pumping Holdings Class A,USA,NASDAQ,USD,Common Stock,US2067041085
BBGI,Beasley Broadcast Group Inc,USA,NASDAQ,USD,Common Stock,US0740141017
BBH,VanEck Biotech ETF,USA,NASDAQ,USD,ETF,US92189F7261
BBIO,BridgeBio Pharma Inc,USA,NASDAQ,USD,Common Stock,US10806X1028
BBLG,Bone Biologics Corp,USA,NASDAQ,USD,Common Stock,US0980703039
BBLGW,Bone Biologics Corp Warrants,USA,NASDAQ,USD,Common Stock,
BBSI,Barrett Business Services Inc,USA,NASDAQ,USD,Common Stock,US0684631080
BCAB,Bioatla Inc,USA,NASDAQ,USD,Common Stock,US09077B1044
BCAL,Southern California Bancorp Common Stock,USA,NASDAQ,USD,Common Stock,US84252A1060
BCAN,BYND Cannasoft Enterprises Inc.,USA,NASDAQ,USD,Common Stock,CA05608P1099
BCBP,BCB Bancorp Inc,USA,NASDAQ,USD,Common Stock,US0552981039
BCDA,Biocardia Inc,USA,NASDAQ,USD,Common Stock,US09060U5074
BCDAW,BioCardia Inc,USA,NASDAQ,USD,Common Stock,
BCG,"Binah Capital Group, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
BCGWW,"Binah Capital Group, Inc. Warrants",USA,NASDAQ,USD,Common Stock,
BCLI,Brainstorm Cell Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US10501E2019
BCML,BayCom Corp,USA,NASDAQ,USD,Common Stock,US07272M1071
BCOV,Brightcove Inc,USA,NASDAQ,USD,Common Stock,US10921T1016
BCOW,1895 of Wisconsin Inc Bancorp,USA,NASDAQ,USD,Common Stock,US28253R1059
BCPC,Balchem Corporation,USA,NASDAQ,USD,Common Stock,US0576652004
BCRX,BioCryst Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US09058V1035
BCSA,Blockchain Coinvestors Acquisition Corp I,USA,NASDAQ,USD,Common Stock,KYG117651078
BCSAU,Blockchain Coinvestors Acquisition Corp I Unit,USA,NASDAQ,USD,Unit,KYG117651235
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
BCTX,Briacell Therapeutics Corp,USA,NASDAQ,USD,Common Stock,CA10778Y3023
BCTXW,BriaCell Therapeutics Corp,USA,NASDAQ,USD,Common Stock,
BCYC,Bicycle Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US0887861088
BDGS,Bridges Capital Tactical ETF,USA,NASDAQ,USD,ETF,US02072L4749
BDRX,Biodexa Pharmaceticals,USA,NASDAQ,USD,Common Stock,
BDSX,Biodesix Inc,USA,NASDAQ,USD,Common Stock,US09075X1081
BDTX,Black Diamond Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US09203E1055
BEAM,Beam Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US07373V1052
BEAT,Heartbeam Inc,USA,NASDAQ,USD,Common Stock,US42238H1086
BEATW,Heartbeam Inc. Warrant,USA,NASDAQ,USD,Common Stock,
BECN,Beacon Roofing Supply Inc,USA,NASDAQ,USD,Common Stock,US0736851090
BEEM,Beam Global,USA,NASDAQ,USD,Common Stock,US07373B1098
BEEZ,Honeytree U.S. Equity ETF,USA,NASDAQ,USD,ETF,
BELFA,Bel Fuse A Inc,USA,NASDAQ,USD,Common Stock,US0773472016
BELFB,Bel Fuse B Inc,USA,NASDAQ,USD,Common Stock,US0773473006
BELT,BlackRock Long-Term U.S. Equity ETF,USA,NASDAQ,USD,ETF,
BENF,Beneficient Class A Common Stock,USA,NASDAQ,USD,Common Stock,
BENFW,Beneficient Warrant,USA,NASDAQ,USD,Common Stock,
BETRW,Better Home & Finance Holding Company,USA,NASDAQ,USD,Common Stock,
BETSF,Bit Brother Limited,USA,NASDAQ,USD,Common Stock,
BFC,Bank First National Corp,USA,NASDAQ,USD,Common Stock,US06211J1007
BFI,Burgerfi International Inc,USA,NASDAQ,USD,Common Stock,US12122L1017
BFIIW,BurgerFi International LLC,USA,NASDAQ,USD,Common Stock,
BFIN,BankFinancial Corporation,USA,NASDAQ,USD,Common Stock,US06643P1049
BFRG,"Bullfrog AI Holdings, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
BFRGW,"Bullfrog AI Holdings, Inc. Warrants",USA,NASDAQ,USD,Common Stock,
BFRI,Biofrontera Inc,USA,NASDAQ,USD,Common Stock,US09077D1000
BFRIW,Biofrontera Inc. Warrants,USA,NASDAQ,USD,Common Stock,
BFST,Business First Bancshares Inc,USA,NASDAQ,USD,Common Stock,US12326C1053
BGC,BGC Group Inc. ,USA,NASDAQ,USD,Common Stock,US0889291045
BGFV,Big 5 Sporting Goods Corporation,USA,NASDAQ,USD,Common Stock,US08915P1012
BGLC,BioNexus Gene Lab Corp Common stock,USA,NASDAQ,USD,Common Stock,
BGM,Qilian International Holding Group Limited,USA,NASDAQ,USD,Common Stock,
BGNE,BeiGene Ltd,USA,NASDAQ,USD,Common Stock,US07725L1026
BGRN,iShares USD Green Bond ETF,USA,NASDAQ,USD,ETF,US46435U4408
BGRO,BlackRock Large Cap Growth ETF,USA,NASDAQ,USD,ETF,
BGXX,Bright Green Corp,USA,NASDAQ,USD,Common Stock,US10920G1004
BHAC,Barington/Hilco Acquisition,USA,NASDAQ,USD,Common Stock,US22677T1025
BHACU,Crixus Bh3 Acquisition Co Unit,USA,NASDAQ,USD,Unit,US22677T2015
BHACW,Crixus BH3 Acquisition Company Warrants,USA,NASDAQ,USD,Common Stock,
BHAT,Blue Hat Interactive Entertainment ,USA,NASDAQ,USD,Common Stock,KYG1329V2058
BHF,Brighthouse Financial Inc,USA,NASDAQ,USD,Common Stock,US10922N1037
BHFAL,Brighthouse Financial Inc,USA,NASDAQ,USD,Common Stock,
BHFAM,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
BHFAN,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
BHFAO,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
BHFAP,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
BHRB,Burke & Herbert Financial Services Corp. Common Stock,USA,NASDAQ,USD,Common Stock,US1213311020
BIAF,"bioAffinity Technologies, Inc.",USA,NASDAQ,USD,Common Stock,
BIAFW,bioAffinity Technologies Inc. Warrant,USA,NASDAQ,USD,Common Stock,
BIB,ProShares Ultra Nasdaq Biotechnology,USA,NASDAQ,USD,ETF,US74347R2141
BIDU,Baidu Inc,USA,NASDAQ,USD,Common Stock,US0567521085
BIGC,Bigcommerce Holdings Inc,USA,NASDAQ,USD,Common Stock,US08975P1084
BIGT,Roundhill BIG Tech ETF,USA,NASDAQ,USD,ETF,US53656G4982
BIIB,Biogen Inc,USA,NASDAQ,USD,Common Stock,US09062X1037
BILI,Bilibili Inc,USA,NASDAQ,USD,Common Stock,US0900401060
BIOCQ,Biocept Inc.,USA,NASDAQ,USD,Common Stock,
BIOL,BIOLASE Inc,USA,NASDAQ,USD,Common Stock,US0909112072
BIOR,Biora Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US74319F1075
BIOX,Bioceres Crop Solutions Corp,USA,NASDAQ,USD,Common Stock,KYG1117K1141
BIRD,Allbirds Inc,USA,NASDAQ,USD,Common Stock,US01675A1097
BIS,ProShares UltraShort Nasdaq Biotechnology,USA,NASDAQ,USD,ETF,US74347G8380
BITF,Bitfarms Ltd,USA,NASDAQ,USD,Common Stock,CA09173B1076
BITS,Global X Blockchain & Bitcoin Strategy ETF,USA,NASDAQ,USD,ETF,US37960A8751
BIVI,Biovie Inc,USA,NASDAQ,USD,Common Stock,US09074F2074
BJDX,Bluejay Diagnostics Inc,USA,NASDAQ,USD,Common Stock,US0956331039
BJK,VanEck Gaming ETF,USA,NASDAQ,USD,ETF,US92189F8822
BJRI,BJs Restaurants Inc,USA,NASDAQ,USD,Common Stock,US09180C1062
BKCH,Global X Blockchain ETF,USA,NASDAQ,USD,ETF,US37954Y1608
BKHAU,Black Hawk Acquisition Corporation Units,USA,NASDAQ,USD,Common Stock,
BKIV,BNY Mellon Innovators ETF,USA,NASDAQ,USD,ETF,US09661T8181
BKNG,Booking Holdings Inc,USA,NASDAQ,USD,Common Stock,US09857L1089
BKR,Baker Hughes Co,USA,NASDAQ,USD,Common Stock,US05722G1004
BKWO,BNY Mellon Women's Opportunities ETF,USA,NASDAQ,USD,ETF,US09661T7928
BKYI,BIO-Key International Inc,USA,NASDAQ,USD,Common Stock,US09060C4087
BL,Blackline Inc,USA,NASDAQ,USD,Common Stock,US09239B1098
BLAC,Bellevue Life Sciences Acquisition Corp. Common Stock,USA,NASDAQ,USD,Common Stock,
BLACR,Bellevue Life Sciences Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
BLACU,Bellevue Life Sciences Acquisition Corp. Unit,USA,NASDAQ,USD,Unit,
BLACW,Bellevue Life Sciences Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
BLBD,Blue Bird Corp,USA,NASDAQ,USD,Common Stock,US0953061068
BLBX,Blackboxstocks Inc,USA,NASDAQ,USD,Common Stock,US09229E2046
BLCN,Siren Nasdaq NexGen Economy ETF,USA,NASDAQ,USD,ETF,US8296582021
BLCR,BlackRock Large Cap Core ETF,USA,NASDAQ,USD,ETF,
BLDE,Blade Air Mobility Inc,USA,NASDAQ,USD,Common Stock,US0926671043
BLDEW,Blade Air Mobility Inc,USA,NASDAQ,USD,Common Stock,
BLDP,Ballard Power Systems Inc,USA,NASDAQ,USD,Common Stock,CA0585861085
BLEU,Bleuacacia Ltd,USA,NASDAQ,USD,Common Stock,KYG117281058
BLEUR,bleuacacia ltd Rights,USA,NASDAQ,USD,Common Stock,
BLEUU,Bleuacacia Ltd Unit,USA,NASDAQ,USD,Unit,KYG117281215
BLEUW,bleuacacia ltd Warrants,USA,NASDAQ,USD,Common Stock,
BLFS,BioLife Solutions Inc,USA,NASDAQ,USD,Common Stock,US09062W2044
BLFY,Blue Foundry Bancorp,USA,NASDAQ,USD,Common Stock,US09549B1044
BLIN,Bridgeline Digital Inc,USA,NASDAQ,USD,Common Stock,US10807Q7007
BLKB,Blackbaud Inc,USA,NASDAQ,USD,Common Stock,US09227Q1004
BLLD,J.P. Morgan Exchange-Traded Fund Trust - JPMorgan Sustainable Infrastructure ETF,USA,NASDAQ,USD,ETF,US46654Q5009
BLMN,Bloomin Brands Inc,USA,NASDAQ,USD,Common Stock,US0942351083
BLNK,Blink Charging Co,USA,NASDAQ,USD,Common Stock,US09354A1007
BLRX,BioLineRx Ltd,USA,NASDAQ,USD,Common Stock,US09071M2052
BLTE,Belite Bio Inc ADR,USA,NASDAQ,USD,Common Stock,US07782B1044
BLUE,Bluebird bio Inc,USA,NASDAQ,USD,Common Stock,US09609G1004
BLZE,Backblaze Inc,USA,NASDAQ,USD,Common Stock,US05637B1052
BMBL,Bumble Inc,USA,NASDAQ,USD,Common Stock,US12047B1052
BMDL,VictoryShares WestEnd Economic Cycle Bond ETF,USA,NASDAQ,USD,ETF,
BMEA,Biomea Fusion Inc,USA,NASDAQ,USD,Common Stock,US09077A1060
BMR,Beamr Imaging Ltd. Ordinary Share,USA,NASDAQ,USD,Common Stock,
BMRA,Biomerica Inc,USA,NASDAQ,USD,Common Stock,US09061H3075
BMRC,Bank of Marin Bancorp,USA,NASDAQ,USD,Common Stock,US0634251021
BMRN,Biomarin Pharmaceutical Inc,USA,NASDAQ,USD,Common Stock,US09061G1013
BNAI,Brand Engagement Network Inc,USA,NASDAQ,USD,Common Stock,
BNAIW,Brand Engagement Network Inc,USA,NASDAQ,USD,Common Stock,
BND,Vanguard Total Bond Market Index Fund ETF Shares,USA,NASDAQ,USD,ETF,US9219378356
BNDW,Vanguard Total World Bond ETF,USA,NASDAQ,USD,ETF,US92206C5655
BNDX,Vanguard Total International Bond Index Fund ETF Shares,USA,NASDAQ,USD,ETF,US92203J4076
BNGO,Bionano Genomics Inc,USA,NASDAQ,USD,Common Stock,US09075F1075
BNIX,Bannix Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0666441052
BNIXR,Bannix Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
BNIXW,Bannix Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
BNOX,Bionomics Ltd ADR,USA,NASDAQ,USD,Common Stock,US09063M2052
BNR,Burning Rock Biotech Ltd,USA,NASDAQ,USD,Common Stock,US12233L1070
BNRG,Brenmiller Energy Ltd Ordinary Shares,USA,NASDAQ,USD,Common Stock,IL0011415309
BNTC,Benitec Biopharma Ltd ADR,USA,NASDAQ,USD,Common Stock,US08205P1003
BNTX,BioNTech SE,USA,NASDAQ,USD,Common Stock,US09075V1026
BNZI,Banzai International Inc,USA,NASDAQ,USD,Common Stock,
BNZIW,Banzai International Inc,USA,NASDAQ,USD,Common Stock,
BOCN,Blue Ocean Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG1330L1059
BOCNU,Blue Ocean Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG1330L1133
